"","mse","specificity","sensitivity","model","sample_size"
"output_model1_rep1000_n500.RData.419",0,1,1,1,500
"output_model1_rep1000_n500.RData.420",0,1,1,1,500
"output_model1_rep1000_n500.RData.421",0.000592750887287703,0.973684210526316,1,1,500
"output_model1_rep1000_n500.RData.422",0,1,1,1,500
"output_model1_rep1000_n500.RData.423",0.00093484939270201,0.921052631578947,1,1,500
"output_model1_rep1000_n500.RData.424",8.82020660008339e-05,0.973684210526316,1,1,500
"output_model1_rep1000_n500.RData.425",0,1,1,1,500
"output_model1_rep1000_n500.RData.426",0.00109998509027418,0.921052631578947,1,1,500
"output_model1_rep1000_n500.RData.427",0,1,1,1,500
"output_model1_rep1000_n500.RData.428",1.61083143646548e-34,0.973684210526316,1,1,500
"output_model1_rep1000_n500.RData.429",0,1,1,1,500
"output_model1_rep1000_n500.RData.430",0,1,1,1,500
"output_model1_rep1000_n500.RData.431",0,1,1,1,500
"output_model1_rep1000_n500.RData.432",0,1,1,1,500
"output_model1_rep1000_n500.RData.433",0,1,1,1,500
"output_model1_rep1000_n500.RData.434",0,1,1,1,500
"output_model1_rep1000_n500.RData.435",0,1,1,1,500
"output_model1_rep1000_n500.RData.436",0,1,1,1,500
"output_model1_rep1000_n500.RData.437",0,1,1,1,500
"output_model1_rep1000_n500.RData.438",0,1,1,1,500
"output_model1_rep1000_n500.RData.439",0,1,1,1,500
"output_model1_rep1000_n500.RData.440",0,1,1,1,500
"output_model1_rep1000_n500.RData.441",0,1,1,1,500
"output_model1_rep1000_n500.RData.442",0.00084411999425176,0.973684210526316,1,1,500
"output_model1_rep1000_n500.RData.443",0,1,1,1,500
"output_model1_rep1000_n500.RData.444",0,1,1,1,500
"output_model1_rep1000_n500.RData.445",6.89349060025436e-35,0.973684210526316,1,1,500
"output_model1_rep1000_n500.RData.446",0,1,1,1,500
"output_model1_rep1000_n500.RData.447",0,1,1,1,500
"output_model1_rep1000_n500.RData.448",0,1,1,1,500
"output_model1_rep1000_n500.RData.449",0,1,1,1,500
"output_model1_rep1000_n500.RData.450",0,1,1,1,500
"output_model1_rep1000_n500.RData.451",0,1,1,1,500
"output_model1_rep1000_n500.RData.452",0,1,1,1,500
"output_model1_rep1000_n500.RData.453",0.000728654075645916,0.973684210526316,1,1,500
"output_model1_rep1000_n500.RData.454",0,1,1,1,500
"output_model1_rep1000_n500.RData.455",0.00116737730497165,0.921052631578947,1,1,500
"output_model1_rep1000_n500.RData.456",0,1,1,1,500
"output_model1_rep1000_n500.RData.457",0,1,1,1,500
"output_model1_rep1000_n500.RData.458",0,1,1,1,500
"output_model1_rep1000_n500.RData.459",0,1,1,1,500
"output_model1_rep1000_n500.RData.460",0,1,1,1,500
"output_model1_rep1000_n500.RData.461",0,1,1,1,500
"output_model1_rep1000_n500.RData.462",0,1,1,1,500
"output_model1_rep1000_n500.RData.463",0,1,1,1,500
"output_model1_rep1000_n500.RData.464",0,1,1,1,500
"output_model1_rep1000_n500.RData.465",0,1,1,1,500
"output_model1_rep1000_n500.RData.466",0,1,1,1,500
"output_model1_rep1000_n500.RData.467",0,1,1,1,500
"output_model1_rep1000_n500.RData.468",0,1,1,1,500
"output_model1_rep1000_n500.RData.469",0,1,1,1,500
"output_model1_rep1000_n500.RData.470",0,1,1,1,500
"output_model1_rep1000_n500.RData.471",0,1,1,1,500
"output_model1_rep1000_n500.RData.472",0.00316437580530226,0.868421052631579,1,1,500
"output_model1_rep1000_n500.RData.473",0,1,1,1,500
"output_model1_rep1000_n500.RData.474",0,1,1,1,500
"output_model1_rep1000_n500.RData.475",0,1,1,1,500
"output_model1_rep1000_n500.RData.476",0,1,1,1,500
"output_model1_rep1000_n500.RData.477",0,1,1,1,500
"output_model1_rep1000_n500.RData.478",0,1,1,1,500
"output_model1_rep1000_n500.RData.479",0,1,1,1,500
"output_model1_rep1000_n500.RData.480",0,1,1,1,500
"output_model1_rep1000_n500.RData.481",0,1,1,1,500
"output_model1_rep1000_n500.RData.482",1.95572014817282e-34,0.973684210526316,1,1,500
"output_model1_rep1000_n500.RData.483",0,1,1,1,500
"output_model1_rep1000_n500.RData.484",0.00439987239631935,0.921052631578947,1,1,500
"output_model1_rep1000_n500.RData.485",0.00305053898456419,0.973684210526316,1,1,500
"output_model1_rep1000_n500.RData.486",0,1,1,1,500
"output_model1_rep1000_n500.RData.487",1.83085114645404e-05,0.973684210526316,1,1,500
"output_model1_rep1000_n500.RData.488",0,1,1,1,500
"output_model1_rep1000_n500.RData.489",3.83965187236384e-05,0.973684210526316,1,1,500
"output_model1_rep1000_n500.RData.490",0,1,1,1,500
"output_model1_rep1000_n500.RData.491",0.000569425894537838,0.868421052631579,1,1,500
"output_model1_rep1000_n500.RData.492",0.000630619913710659,0.894736842105263,1,1,500
"output_model1_rep1000_n500.RData.493",0,1,1,1,500
"output_model1_rep1000_n500.RData.494",0,1,1,1,500
"output_model1_rep1000_n500.RData.495",0,1,1,1,500
"output_model1_rep1000_n500.RData.496",0.000404378231951824,0.973684210526316,1,1,500
"output_model1_rep1000_n500.RData.497",0,1,1,1,500
"output_model1_rep1000_n500.RData.498",0,1,1,1,500
"output_model1_rep1000_n500.RData.499",2.43210395340125e-05,0.973684210526316,1,1,500
"output_model1_rep1000_n500.RData.500",0,1,1,1,500
"output_model1_rep1000_n500.RData.501",0,1,1,1,500
"output_model1_rep1000_n500.RData.502",0,1,1,1,500
"output_model1_rep1000_n500.RData.503",0,1,1,1,500
"output_model1_rep1000_n500.RData.504",0,1,1,1,500
"output_model1_rep1000_n500.RData.505",0,1,1,1,500
"output_model1_rep1000_n500.RData.506",1.7026975939064e-34,0.973684210526316,1,1,500
"output_model1_rep1000_n500.RData.507",8.43925160604671e-05,0.973684210526316,1,1,500
"output_model1_rep1000_n500.RData.508",0.00136912423590056,0.947368421052632,1,1,500
"output_model1_rep1000_n500.RData.509",0,1,1,1,500
"output_model1_rep1000_n500.RData.510",6.11518444997514e-34,0.973684210526316,1,1,500
"output_model1_rep1000_n500.RData.511",5.92603530925451e-35,0.973684210526316,1,1,500
"output_model1_rep1000_n500.RData.512",0,1,1,1,500
"output_model1_rep1000_n500.RData.513",0.0131103904317078,0.868421052631579,1,1,500
"output_model1_rep1000_n500.RData.514",0,1,1,1,500
"output_model1_rep1000_n500.RData.515",0,1,1,1,500
"output_model1_rep1000_n500.RData.516",1.5695621727287e-34,0.973684210526316,1,1,500
"output_model1_rep1000_n500.RData.517",0,1,1,1,500
"output_model1_rep1000_n500.RData.518",0,1,1,1,500
"output_model1_rep1000_n500.RData.519",0.000241960929290421,0.947368421052632,1,1,500
"output_model1_rep1000_n500.RData.520",0,1,1,1,500
"output_model1_rep1000_n500.RData.521",0,1,1,1,500
"output_model1_rep1000_n500.RData.522",0,1,1,1,500
"output_model1_rep1000_n500.RData.523",2.37564619604544e-05,0.973684210526316,1,1,500
"output_model1_rep1000_n500.RData.524",0,1,1,1,500
"output_model1_rep1000_n500.RData.525",0,1,1,1,500
"output_model1_rep1000_n500.RData.526",0,1,1,1,500
"output_model1_rep1000_n500.RData.527",0,1,1,1,500
"output_model1_rep1000_n500.RData.528",0.00398846192427819,0.894736842105263,1,1,500
"output_model1_rep1000_n500.RData.529",0.000497201945843781,0.973684210526316,1,1,500
"output_model1_rep1000_n500.RData.530",0,1,1,1,500
"output_model1_rep1000_n500.RData.531",3.89181799438624e-05,0.973684210526316,1,1,500
"output_model1_rep1000_n500.RData.532",0,1,1,1,500
"output_model1_rep1000_n500.RData.533",0.00377715862064211,0.973684210526316,1,1,500
"output_model1_rep1000_n500.RData.534",0,1,1,1,500
"output_model1_rep1000_n500.RData.535",0,1,1,1,500
"output_model1_rep1000_n500.RData.536",0,1,1,1,500
"output_model1_rep1000_n500.RData.537",0,1,1,1,500
"output_model1_rep1000_n500.RData.538",0,1,1,1,500
"output_model1_rep1000_n500.RData.539",0,1,1,1,500
"output_model1_rep1000_n500.RData.540",0.00146848749355012,0.947368421052632,1,1,500
"output_model1_rep1000_n500.RData.541",0,1,1,1,500
"output_model1_rep1000_n500.RData.542",0,1,1,1,500
"output_model1_rep1000_n500.RData.543",0,1,1,1,500
"output_model1_rep1000_n500.RData.544",0,1,1,1,500
"output_model1_rep1000_n500.RData.545",0,1,1,1,500
"output_model1_rep1000_n500.RData.546",0,1,1,1,500
"output_model1_rep1000_n500.RData.547",0.0198608138374032,0.868421052631579,1,1,500
"output_model1_rep1000_n500.RData.548",0,1,1,1,500
"output_model1_rep1000_n500.RData.549",0,1,1,1,500
"output_model1_rep1000_n500.RData.550",0.00102091675743249,0.947368421052632,1,1,500
"output_model1_rep1000_n500.RData.551",0,1,1,1,500
"output_model1_rep1000_n500.RData.552",0.0020355645908897,0.947368421052632,1,1,500
"output_model1_rep1000_n500.RData.553",0.0013938323580407,0.894736842105263,1,1,500
"output_model1_rep1000_n500.RData.554",0,1,1,1,500
"output_model1_rep1000_n500.RData.555",0,1,1,1,500
"output_model1_rep1000_n500.RData.556",0,1,1,1,500
"output_model1_rep1000_n500.RData.557",0,1,1,1,500
"output_model1_rep1000_n500.RData.558",0,1,1,1,500
"output_model1_rep1000_n500.RData.559",0,1,1,1,500
"output_model1_rep1000_n500.RData.560",0,1,1,1,500
"output_model1_rep1000_n500.RData.561",0,1,1,1,500
"output_model1_rep1000_n500.RData.562",0,1,1,1,500
"output_model1_rep1000_n500.RData.563",0,1,1,1,500
"output_model1_rep1000_n500.RData.564",0,1,1,1,500
"output_model1_rep1000_n500.RData.565",0,1,1,1,500
"output_model1_rep1000_n500.RData.566",0,1,1,1,500
"output_model1_rep1000_n500.RData.567",0,1,1,1,500
"output_model1_rep1000_n500.RData.568",0,1,1,1,500
"output_model1_rep1000_n500.RData.569",0,1,1,1,500
"output_model1_rep1000_n500.RData.570",0.0706524895051413,0.894736842105263,1,1,500
"output_model1_rep1000_n500.RData.571",9.48972558762348e-35,0.973684210526316,1,1,500
"output_model1_rep1000_n500.RData.572",0,1,1,1,500
"output_model1_rep1000_n500.RData.573",0,1,1,1,500
"output_model1_rep1000_n500.RData.574",0,1,1,1,500
"output_model1_rep1000_n500.RData.575",0,1,1,1,500
"output_model1_rep1000_n500.RData.576",0,1,1,1,500
"output_model1_rep1000_n500.RData.577",0.00204434175345626,0.973684210526316,1,1,500
"output_model1_rep1000_n500.RData.578",0,1,1,1,500
"output_model1_rep1000_n500.RData.579",0,1,1,1,500
"output_model1_rep1000_n500.RData.580",0,1,1,1,500
"output_model1_rep1000_n500.RData.581",0,1,1,1,500
"output_model1_rep1000_n500.RData.582",0,1,1,1,500
"output_model1_rep1000_n500.RData.583",0,1,1,1,500
"output_model1_rep1000_n500.RData.584",0.00220385732120727,0.973684210526316,1,1,500
"output_model1_rep1000_n500.RData.585",0,1,1,1,500
"output_model1_rep1000_n500.RData.586",0,1,1,1,500
"output_model1_rep1000_n500.RData.587",0.0215655945120708,0.921052631578947,1,1,500
"output_model1_rep1000_n500.RData.588",0,1,1,1,500
"output_model1_rep1000_n500.RData.589",6.74811495133143e-35,0.973684210526316,1,1,500
"output_model1_rep1000_n500.RData.590",0.000108427749634827,0.973684210526316,1,1,500
"output_model1_rep1000_n500.RData.591",0,1,1,1,500
"output_model1_rep1000_n500.RData.592",0,1,1,1,500
"output_model1_rep1000_n500.RData.593",0,1,1,1,500
"output_model1_rep1000_n500.RData.594",0,1,1,1,500
"output_model1_rep1000_n500.RData.595",0,1,1,1,500
"output_model1_rep1000_n500.RData.596",0,1,1,1,500
"output_model1_rep1000_n500.RData.597",0,1,1,1,500
"output_model1_rep1000_n500.RData.598",0,1,1,1,500
"output_model1_rep1000_n500.RData.599",0.00048916668641437,0.921052631578947,1,1,500
"output_model1_rep1000_n500.RData.600",0,1,1,1,500
"output_model1_rep1000_n500.RData.601",0,1,1,1,500
"output_model1_rep1000_n500.RData.602",0.00141657110567808,0.921052631578947,1,1,500
"output_model1_rep1000_n500.RData.603",0.0013418059693335,0.973684210526316,1,1,500
"output_model1_rep1000_n500.RData.604",0,1,1,1,500
"output_model1_rep1000_n500.RData.605",0,1,1,1,500
"output_model1_rep1000_n500.RData.606",0,1,1,1,500
"output_model1_rep1000_n500.RData.607",0.00940245678482866,0.947368421052632,1,1,500
"output_model1_rep1000_n500.RData.608",0,1,1,1,500
"output_model1_rep1000_n500.RData.609",0,1,1,1,500
"output_model1_rep1000_n500.RData.610",4.75717375992781e-34,0.973684210526316,1,1,500
"output_model1_rep1000_n500.RData.611",0,1,1,1,500
"output_model1_rep1000_n500.RData.612",0,1,1,1,500
"output_model1_rep1000_n500.RData.613",0.00114575590047781,0.921052631578947,1,1,500
"output_model1_rep1000_n500.RData.614",0,1,1,1,500
"output_model1_rep1000_n500.RData.615",0,1,1,1,500
"output_model1_rep1000_n500.RData.616",0,1,1,1,500
"output_model1_rep1000_n500.RData.617",0,1,1,1,500
"output_model1_rep1000_n500.RData.618",1.59418302555399e-34,0.973684210526316,1,1,500
"output_model1_rep1000_n500.RData.619",0,1,1,1,500
"output_model1_rep1000_n500.RData.620",0.0243598433618794,0.947368421052632,1,1,500
"output_model1_rep1000_n500.RData.621",0,1,1,1,500
"output_model1_rep1000_n500.RData.622",0,1,1,1,500
"output_model1_rep1000_n500.RData.623",0,1,1,1,500
"output_model1_rep1000_n500.RData.624",0,1,1,1,500
"output_model1_rep1000_n500.RData.625",0,1,1,1,500
"output_model1_rep1000_n500.RData.626",0,1,1,1,500
"output_model1_rep1000_n500.RData.627",0,1,1,1,500
"output_model1_rep1000_n500.RData.628",0,1,1,1,500
"output_model1_rep1000_n500.RData.629",0,1,1,1,500
"output_model1_rep1000_n500.RData.630",0,1,1,1,500
"output_model1_rep1000_n500.RData.631",0,1,1,1,500
"output_model1_rep1000_n500.RData.632",0,1,1,1,500
"output_model1_rep1000_n500.RData.633",0,1,1,1,500
"output_model1_rep1000_n500.RData.634",0,1,1,1,500
"output_model1_rep1000_n500.RData.635",0.000427780196778799,0.973684210526316,1,1,500
"output_model1_rep1000_n500.RData.636",0,1,1,1,500
"output_model1_rep1000_n500.RData.637",0,1,1,1,500
"output_model1_rep1000_n500.RData.638",0,1,1,1,500
"output_model1_rep1000_n500.RData.639",0.00115210521213603,0.973684210526316,1,1,500
"output_model1_rep1000_n500.RData.640",0,1,1,1,500
"output_model1_rep1000_n500.RData.641",0,1,1,1,500
"output_model1_rep1000_n500.RData.642",0,1,1,1,500
"output_model1_rep1000_n500.RData.643",0.0104682755877805,0.973684210526316,1,1,500
"output_model1_rep1000_n500.RData.644",0.00352964702369441,0.973684210526316,1,1,500
"output_model1_rep1000_n500.RData.645",0.00116818278069019,0.947368421052632,1,1,500
"output_model1_rep1000_n500.RData.646",0.0710639584358392,0.894736842105263,1,1,500
"output_model1_rep1000_n500.RData.647",0,1,1,1,500
"output_model1_rep1000_n500.RData.648",0,1,1,1,500
"output_model1_rep1000_n500.RData.649",0,1,1,1,500
"output_model1_rep1000_n500.RData.650",0,1,1,1,500
"output_model1_rep1000_n500.RData.651",0,1,1,1,500
"output_model1_rep1000_n500.RData.652",1.45006373158316e-05,0.947368421052632,1,1,500
"output_model1_rep1000_n500.RData.653",0,1,1,1,500
"output_model1_rep1000_n500.RData.654",0,1,1,1,500
"output_model1_rep1000_n500.RData.655",0,1,1,1,500
"output_model1_rep1000_n500.RData.656",0.00466698162346485,0.947368421052632,1,1,500
"output_model1_rep1000_n500.RData.657",1.64113364102309e-34,0.973684210526316,1,1,500
"output_model1_rep1000_n500.RData.658",0,1,1,1,500
"output_model1_rep1000_n500.RData.659",0,1,1,1,500
"output_model1_rep1000_n500.RData.660",0,1,1,1,500
"output_model1_rep1000_n500.RData.661",4.35881179766542e-05,0.973684210526316,1,1,500
"output_model1_rep1000_n500.RData.662",0,1,1,1,500
"output_model1_rep1000_n500.RData.663",0,1,1,1,500
"output_model1_rep1000_n500.RData.664",0.000678085581989649,0.973684210526316,1,1,500
"output_model1_rep1000_n500.RData.665",0,1,1,1,500
"output_model1_rep1000_n500.RData.666",0,1,1,1,500
"output_model1_rep1000_n500.RData.667",1.10800016379645e-07,0.973684210526316,1,1,500
"output_model1_rep1000_n500.RData.668",0,1,1,1,500
"output_model1_rep1000_n500.RData.669",0.000227240390936098,0.947368421052632,1,1,500
"output_model1_rep1000_n500.RData.670",0,1,1,1,500
"output_model1_rep1000_n500.RData.671",1.70419191834595e-07,0.973684210526316,1,1,500
"output_model1_rep1000_n500.RData.672",0,1,1,1,500
"output_model1_rep1000_n500.RData.673",0,1,1,1,500
"output_model1_rep1000_n500.RData.674",0.00110586976734534,0.973684210526316,1,1,500
"output_model1_rep1000_n500.RData.675",0,1,1,1,500
"output_model1_rep1000_n500.RData.676",0,1,1,1,500
"output_model1_rep1000_n500.RData.677",0,1,1,1,500
"output_model1_rep1000_n500.RData.678",0.000354495239829436,0.973684210526316,1,1,500
"output_model1_rep1000_n500.RData.679",0,1,1,1,500
"output_model1_rep1000_n500.RData.680",0.00160015843672914,0.947368421052632,1,1,500
"output_model1_rep1000_n500.RData.681",0,1,1,1,500
"output_model1_rep1000_n500.RData.682",0,1,1,1,500
"output_model1_rep1000_n500.RData.683",1.60403740911804e-33,0.973684210526316,1,1,500
"output_model1_rep1000_n500.RData.684",0,1,1,1,500
"output_model1_rep1000_n500.RData.685",0,1,1,1,500
"output_model1_rep1000_n500.RData.686",0.0349118889031234,0.894736842105263,1,1,500
"output_model1_rep1000_n500.RData.687",2.1215395072917e-05,0.973684210526316,1,1,500
"output_model1_rep1000_n500.RData.688",0,1,1,1,500
"output_model1_rep1000_n500.RData.689",0,1,1,1,500
"output_model1_rep1000_n500.RData.690",0,1,1,1,500
"output_model1_rep1000_n500.RData.691",0.0229609703024565,0.947368421052632,1,1,500
"output_model1_rep1000_n500.RData.692",5.03105516773509e-07,0.973684210526316,1,1,500
"output_model1_rep1000_n500.RData.693",0,1,1,1,500
"output_model1_rep1000_n500.RData.694",0,1,1,1,500
"output_model1_rep1000_n500.RData.695",0,1,1,1,500
"output_model1_rep1000_n500.RData.696",0.000260302705972374,0.973684210526316,1,1,500
"output_model1_rep1000_n500.RData.697",2.07287039584417e-32,0.973684210526316,1,1,500
"output_model1_rep1000_n500.RData.698",0.000267932298802178,0.947368421052632,1,1,500
"output_model1_rep1000_n500.RData.699",0,1,1,1,500
"output_model1_rep1000_n500.RData.700",0.00029423056401667,0.973684210526316,1,1,500
"output_model1_rep1000_n500.RData.701",0,1,1,1,500
"output_model1_rep1000_n500.RData.702",0,1,1,1,500
"output_model1_rep1000_n500.RData.703",0,1,1,1,500
"output_model1_rep1000_n500.RData.704",0,1,1,1,500
"output_model1_rep1000_n500.RData.705",0,1,1,1,500
"output_model1_rep1000_n500.RData.706",0,1,1,1,500
"output_model1_rep1000_n500.RData.707",0,1,1,1,500
"output_model1_rep1000_n500.RData.708",0,1,1,1,500
"output_model1_rep1000_n500.RData.709",0.0040948129705858,0.947368421052632,1,1,500
"output_model1_rep1000_n500.RData.710",0,1,1,1,500
"output_model1_rep1000_n500.RData.711",0,1,1,1,500
"output_model1_rep1000_n500.RData.712",0,1,1,1,500
"output_model1_rep1000_n500.RData.713",0,1,1,1,500
"output_model1_rep1000_n500.RData.714",0,1,1,1,500
"output_model1_rep1000_n500.RData.715",0,1,1,1,500
"output_model1_rep1000_n500.RData.716",0,1,1,1,500
"output_model1_rep1000_n500.RData.717",0,1,1,1,500
"output_model1_rep1000_n500.RData.718",0,1,1,1,500
"output_model1_rep1000_n500.RData.719",0.000869695858929349,0.921052631578947,1,1,500
"output_model1_rep1000_n500.RData.720",4.4708873430942e-35,0.973684210526316,1,1,500
"output_model1_rep1000_n500.RData.721",2.93883168215059e-05,0.921052631578947,1,1,500
"output_model1_rep1000_n500.RData.722",0,1,1,1,500
"output_model1_rep1000_n500.RData.723",0,1,1,1,500
"output_model1_rep1000_n500.RData.724",0,1,1,1,500
"output_model1_rep1000_n500.RData.725",0,1,1,1,500
"output_model1_rep1000_n500.RData.726",2.13573586405346e-35,0.973684210526316,1,1,500
"output_model1_rep1000_n500.RData.727",0.000976353270022865,0.947368421052632,1,1,500
"output_model1_rep1000_n500.RData.728",1.90816389814279e-33,0.973684210526316,1,1,500
"output_model1_rep1000_n500.RData.729",0,1,1,1,500
"output_model1_rep1000_n500.RData.730",0,1,1,1,500
"output_model1_rep1000_n500.RData.731",4.37566397497749e-34,0.973684210526316,1,1,500
"output_model1_rep1000_n500.RData.732",0,1,1,1,500
"output_model1_rep1000_n500.RData.733",0,1,1,1,500
"output_model1_rep1000_n500.RData.734",0,1,1,1,500
"output_model1_rep1000_n500.RData.735",0,1,1,1,500
"output_model1_rep1000_n500.RData.736",0,1,1,1,500
"output_model1_rep1000_n500.RData.737",1.29111663840065e-33,0.973684210526316,1,1,500
"output_model1_rep1000_n500.RData.738",0,1,1,1,500
